"id","name","bid","bname","stars","date","text"
"cQKcuAOtzBfz3F6wd9wALw","T","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","1","2016-05-06 00:00:00","My husband and I really wanted to like this restaurant as we love local non-chain restaurants. We stopped in for lunch and honestly were horrified!  We waited 10 minutes to be seated although there were only two other tables occupied and the waitress and cook walked past us 5 times.  Then we sat at a filthy table, were served ice tea that had gone rancid (seriously it must have been says old!). When we asked for something thing else the waitress said she might have to charge us for it.  We had both taken a sip of the tea and asked for a fountain soda?  She relented but with a ton of attitude.  We ordered our food, it took 40 minutes to get to us, it was not well made or cooked to order as both burgers were burnt.  To top it off the restaurant is just dirty.  The owner came out covered in filth to tell off color jokes to the table of regulars next to us.  Never again!  Just awful."
"cRB1iYjUr7rPRGDdmhqkeA","M","n7V4cD-KqqE3OXk0irJTyA","GameWorks","2","2015-04-06 00:00:00","Albeit a smaller venue, not too bad - kids enjoyed themselves! From my POV:

1. Space too small
2. Too much empty space in the front area so it seems like
    they're still decorating or ran out of money
3. When you get a time play card, they fail to
    tell you:
    a. Can't collect the tickets from games
    b. Can't play the ""win a prize"" games
    c. Have to wait 1 minute in between swipes before you
        can play a new game or add another person's turn -
        therefore, your ACTUAL play time drops to 30
        minutes

The food looks amazing - but doesn't taste as promising as it looks. Some food items can get pricey.

The eSports room was the area most enjoyed by my family.

Overall, there are other places to spend time with family and friends...I don't know how often we will be back."
"cs0RQ6L0u_8869CUZavl2g","Dave","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","4","2013-07-31 00:00:00","Great restaurant. Service is awesome. Owners care.....beer selections are different and very well .... prices are very reasonable.....it is very clean and has a nice patio. Definitely check it out. Mondays are Burger night......very inexpensive menu for a great food."
"Cs7V-Hz7frPKW-ZPIb5Chw","Victoria","n7V4cD-KqqE3OXk0irJTyA","GameWorks","4","2014-11-13 00:00:00","I love this place!!  My son (5 yrs old) always has a blast. And, so do we.  There are no tickets or tokens like CEC, just a nifty little Gamecard that you add money to and tracks your points.  Plus, the toys/gifts are 1000 times better than CEC.  I love they have a bar and am always sure to treat myself.  Plus I love that they are in TownSquare so you can make an entire day and have lunch, shop, play, even see a movie.  My only complaint is that we do end losing money in broken games.  It is a little chaotic because they are so busy, but we have always had a good experience regardless because staff is super friendly."
"CsfaGKsF_suFHP2MKCxsYw","Jodi","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","1","2016-07-09 00:00:00","What happened here? I have been lots of times in the past and it was incredible. I even used to recommend it to others. I went in tonight we were seated right away and the hostess even brought us water. We then began waiting. It took the waitress about 15 minutes to even ask if we wanted something to drink and take our order. We never saw her at our table again. Other tables just not ours. When our food arrived it was incorrect they forgot my bacon. The previously delicious garlic buns are now cold, dry and tasteless. Our fries were cold. We didn't have any silverware so we had to wait. We were asked if we would like mayo, we were like yes finally. We she brought the mayo, one little cup for our whole table, she basically dropped it off and left before we could even say anything else. Then we didn't see anyone again until we were ready to leave. We got no refills on our drinks, No one even asked us how everything was, nothing. It saddens me that I have lost what used to be a terrific restaurant, but I have never been treated so rudely. Even bringing the check nobody said another word to us. No wonder there were so many empty tables."
"Csjs3VuAlnL5b2QnWYImbw","Liz","n7V4cD-KqqE3OXk0irJTyA","GameWorks","5","2017-06-04 00:00:00","My kids LOVED this place! So this review is for them.
Me on the other hand am not into video gaming so thank god this place was attached to a mall.
We went on a Tuesday w our Vegas POGO passes. A POGO pass is a pass we purchased online before we hit up Vegas. It includes a bunch of kid activities for a small fee of $40 per person. This place was on the list so we came and my kids stayed for hours AND hours. Since game works was so quiet my kids stayed in the gaming room for well passed the one hour allotment. He loved it! All the staff there were friendly and very helpful."
"cT7WZ3oa9gP5zr6uUXEYKw","Rachael","n7V4cD-KqqE3OXk0irJTyA","GameWorks","2","2014-08-03 00:00:00","Where to start... 

I ordered a sandwich from their very limited lunch menu and when my food arrived it was not what I ordered and instead of fixing the situation, our server argued with me about how I ordered my sandwich. I'm sorry, but when I say chicken club that doesn't mean BLT on any planet.

The games situation... The space looks enormous, however looks can and in this case are deceiving. The assortment of games is very small and the ones that most patrons want to play are broken. 

Beware of unruly, unsupervised children! I get it, it's an arcade-- that doesn't mean the Gameworks staff or other patrons are your babysitter."
"cTpgWzeeyYFZF3jOxpHnOQ","Melissa","n7V4cD-KqqE3OXk0irJTyA","GameWorks","5","2015-06-10 00:00:00","This is long overdue, but I can't tell you how pleased I was with the service inside the esports area. It was our first time and how eager we are to go back! You have the option of $5/hr or $20 for 5 hours and you don't have to use it all at once. Save your credit for a rainy day. The young men working there are extremely fun, knowledgeable and attentive! We also ordered food and drinks.  We couldn't get enough of the amazing Mac n Chz Balls!!! And the attendants were so kind in refilling our sodas. I couldn't ask for more. My son said it was the best day ever! Thanks guys for an outstanding job!!! :)"
"CvQWOLkYKUYU4y0LVyuOaw","Chris","n7V4cD-KqqE3OXk0irJTyA","GameWorks","2","2016-08-15 00:00:00","Very very meh. My son wanted to leave before I asked him too. At least 7 games didn't work, weren't turned on or had bad joysticks or bad calibration. The ticket basketball game started but didn't have any basketballs!!! 

The selection of games is very poor. They had several riding/driving games. And they were the standard run of the mill fast and the furious type. There was one that the steering wheel was stuck and we couldn't play it because we couldn't steer. Wasted money on that one. The other ones we played the steering was too loose and you ended up all over the place but not on the course. 

The only race game worth it was Mario Kart. 

There was three fighting games. Tekken was good as always. Marvel vs Capcom machine was shot. The screen was messed up and couldn't be played. Didn't even get to play. Street Fighters joysticks were busted and couldn't be used to do anything but random forward and back. 

Pinball machines were meh. Ghostbusters was the highlight here. The Game of Thrones one was missing it's glass panel where the artwork goes. 

The hunting shooting games didn't seem calibrated. Also we inserted our cards in the cabella big game hunt game and the system rebooted and we lost our credits. Just walked away from that one. 

The Star Wars flight simulator thing was pretty bad ass. Me and my some both like it. He was shocked that when you take off a little puff and wind hits ur face."
"CyBceG2iwctgooi2U54dUA","Sam","1K4qrnfyzKzGgJPBEcJaNQ","Chula Taberna Mexicana","3","2017-09-11 00:00:00","Beautiful heated patio. Underwhelming food. I came with some girlfriends on a Saturday night. The atmosphere was perfect to celebrate a birthday with great music and good energy on the patio. The food left much to be desired. I did appreciate that they were willing to make modifications to menu items. Overall, I didn't feel any items I tried were amazing or worth making a trip out to the east end. The biggest disappointment was that they didn't have churros (they have a churro sundae bowl but we just wanted regular churros and that dessert couldn't be modified)."
"C_DFGgxjfciqbOvlMLGTHQ","Tom","n7V4cD-KqqE3OXk0irJTyA","GameWorks","4","2014-09-24 00:00:00","Took my grandson for his 7th birthday. The 5 year old was also with us. Lots of games, including a room full of computers, with XBox and Playstation set-ups. The rollercoaster simulator was really fun. The restaurant and bar had friendly staff members. Typical bar food, but it was ok. You can walk around the whole place with your beer or cocktail. I don't think they need such a large dining area."
"D-71neazoCYYQkgHnS92FQ","Far","1K4qrnfyzKzGgJPBEcJaNQ","Chula Taberna Mexicana","4","2017-10-24 00:00:00","A beautiful and cozy little place! Randomly found it while walking around. The interiors are very nice, and clean. They have two patios and excellent custom service. The server was friendly, quick and had great suggestions. This is a great place for families with small kids to visit.

They have a great menu and tons of vegetarian items. We tried the corn, zucchini tacos and fried avocado. 

The corn was excellent, their version of elotes. Definitely a must try. The zucchini tacos were yummy as it was crispy and has a good amount of salsa. The fried avocado was ok, was not a huge fan and was one small avocado for the price of $9. The prices were okay, but portion sizes were small. The chula beer was excellent and another must try. Also got a margarita with black salt! It was tasty and pretty. 

Would come back here and try other items on their menu but mostly the corn and chula beer again!"
